Session,Établissement,Académie de l’établissement,Commune de l’établissement,Sélectivité,Filière de formation très agrégée,Filière de formation détaillée bis,Coordonnées GPS de la formation,Capacité de l’établissement par formation,Concours communs et banque d'épreuves,Lien de la formation sur la plateforme Parcoursup,Taux d’accès,Effectif total des candidats en phase principale,Effectif des candidats néo bacheliers généraux en phase principale,Effectif des candidats néo bacheliers technologiques en phase principale,Effectif des candidats néo bacheliers professionnels en phase principale,Effectif total des candidats en phase complémentaire,Effectif des candidats néo bacheliers généraux en phase complémentaire,Effectif des candidats néo bacheliers technologique en phase complémentaire,% d’admis néo bacheliers sans mention au bac,% d’admis néo bacheliers avec mention Assez Bien au bac,% d’admis néo bacheliers avec mention Bien au bac,% d’admis néo bacheliers avec mention Très Bien au bac,% d’admis néo bacheliers avec mention Très Bien avec félicitations au bac,% d’admis néo bacheliers généraux,Dont % d’admis avec mention (BG),% d’admis néo bacheliers technologiques,Dont % d’admis avec mention (BT),% d’admis néo bacheliers professionnels,Part des terminales générales qui étaient en position de recevoir une proposition en phase principale,Part des terminales technologiques qui étaient en position de recevoir une proposition en phase principale,Part des terminales professionnelles qui étaient en position de recevoir une proposition en phase principale
2025,institut des sciences et techniques de la readaptation universite lyon 1,lyon,lyon 8e  arrondissement,formation sélective,autre formation,certificat de capacité d'orthoptiste,"45.74148,4.88109",40,aix-marseille université - site de marseille timone,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28087&typebac=0&originepc=0,13,936,267,71,9,0,0,0,0.0,54.0,15.0,31.0,0.0,85.0,85.0,15.0,15.0,0.0,93,7,1
2025,université paris 8,créteil,saint-denis,formation non sélective,licence,langues étrangères appliquées,"48.9458,2.36341",32,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28100&typebac=0&originepc=0,98,213,81,30,21,36,3,7,83.0,17.0,0.0,0.0,0.0,33.0,8.0,33.0,0.0,33.0,57,24,19
2025,ifsi du ch de roanne,lyon,roanne,formation sélective,ifsi,d.e infirmier,"46.0446,4.07402",56,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28144&typebac=0&originepc=0,40,2791,496,654,435,0,0,0,38.0,35.0,24.0,3.0,0.0,38.0,16.0,51.0,35.0,11.0,56,37,7
2025,université claude bernard lyon 1,lyon,villeurbanne,formation non sélective,pass,parcours d'accès spécifique santé (pass),"45.7818,4.86821",195,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28178&typebac=0&originepc=0,36,5973,4673,141,54,0,0,0,12.0,42.0,33.0,10.0,2.0,100.0,87.0,0.0,0.0,0.0,99,1,0
2025,université de bordeaux - antenne d'agen,bordeaux,agen,formation non sélective,licence,administration économique et sociale,"44.2082,0.62735",110,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28197&typebac=0&originepc=0,nd,1518,859,231,45,201,42,25,58.0,25.0,12.0,4.0,0.0,50.0,29.0,40.0,4.0,10.0,nd,nd,nd
2025,université de rouen normandie - campus santé,normandie,rouen,formation sélective,autre formation,certificat de capacité d'orthophoniste,"49.438,1.10831",40,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28220&typebac=0&originepc=0,15,1403,698,39,3,0,0,0,0.0,23.0,47.0,27.0,3.0,97.0,97.0,3.0,3.0,0.0,99,1,0
2025,université des antilles - pôle martinique,martinique,schoelcher,formation non sélective,licence_las,droit,"14.6479,-61.0995",20,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28284&typebac=0&originepc=0,97,115,76,17,5,44,16,8,50.0,40.0,0.0,0.0,0.0,70.0,40.0,30.0,0.0,0.0,77,19,4
2025,sorbonne université,paris,paris  6e  arrondissement,formation non sélective,licence_las,lettres,"48.88343,2.31002",15,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28337&typebac=0&originepc=0,42,270,145,2,5,0,0,0,15.0,38.0,46.0,0.0,0.0,92.0,77.0,8.0,8.0,0.0,96,2,3
2025,institut national du patrimoine (département des restaurateurs),créteil,aubervilliers,formation sélective,autre formation,conservation-restauration des biens culturels,"48.91097,2.39142",2,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28356&typebac=0&originepc=0,33,9,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0,0
2025,université sorbonne paris nord,créteil,villetaneuse,formation sélective,licence,droit,"48.9571,2.33972",32,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28365&typebac=0&originepc=0,42,643,363,70,9,3532,1395,466,15.0,30.0,50.0,5.0,0.0,95.0,85.0,5.0,0.0,0.0,100,0,0
2025,institut régional du travail social de perpignan,montpellier,perpignan,formation sélective,efts,d.e educateur spécialisé,"42.69408,2.92462",28,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28395&typebac=0&originepc=0,nd,211,40,41,24,0,0,0,25.0,50.0,25.0,0.0,0.0,50.0,25.0,50.0,50.0,0.0,nd,nd,nd
2025,lycée professionnel paul valéry,nice,menton,formation sélective,bts,management commercial opérationnel,"43.7834,7.51183",20,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28402&typebac=0&originepc=0,52,315,50,103,115,0,0,0,33.0,56.0,6.0,0.0,0.0,17.0,0.0,17.0,11.0,67.0,30,31,38
2025,université sorbonne paris nord,créteil,villetaneuse,formation non sélective,licence_las,"physique, chimie","48.9571,2.33972",15,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28407&typebac=0&originepc=0,26,961,653,43,10,0,0,0,44.0,44.0,11.0,0.0,0.0,100.0,56.0,0.0,0.0,0.0,100,0,0
2025,université paris 8,créteil,saint-denis,formation non sélective,licence,etudes théâtrales,"48.9458,2.36341",120,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28440&typebac=0&originepc=0,91,776,461,55,42,9,0,0,59.0,29.0,6.0,4.0,0.0,78.0,30.0,10.0,1.0,11.0,81,11,8
2025,sorbonne université,paris,paris  6e  arrondissement,formation non sélective,licence_las,"langues, littératures et civilisations étrangères et régionales","48.88337,2.30997",12,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28442&typebac=0&originepc=0,64,70,47,1,2,4,2,0,44.0,44.0,11.0,0.0,0.0,100.0,56.0,0.0,0.0,0.0,89,7,5
2025,ecole universitaire de premier cycle - campus d'orsay université paris-saclay,versailles,orsay,formation non sélective,licence_las,mathématiques,"48.7015,2.17988",15,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28471&typebac=0&originepc=0,nd,851,538,13,5,0,0,0,19.0,38.0,31.0,12.0,0.0,100.0,81.0,0.0,0.0,0.0,nd,nd,nd
2025,iut grand ouest normandie - pôle de caen - site de caen,normandie,caen,formation sélective,but,mesures physiques,"49.2123,-0.36609",120,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2852&typebac=0&originepc=0,90,793,563,79,0,34,6,2,21.0,45.0,31.0,4.0,0.0,85.0,67.0,15.0,13.0,0.0,89,11,0
2025,université de rouen normandie - campus pass le havre,normandie,le havre,formation non sélective,pass,parcours d'accès spécifique santé (pass),"49.4959,0.12911",90,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28530&typebac=0&originepc=0,32,2253,1807,78,20,0,0,0,1.0,10.0,48.0,35.0,6.0,99.0,99.0,1.0,0.0,0.0,99,1,0
2025,université paris- est-créteil val de marne - upec (paris 12),créteil,créteil,formation sélective,licence,"chimie, sciences de la vie","48.7885,2.44418",25,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28562&typebac=0&originepc=0,15,1176,513,49,6,0,0,0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100,0,0
2025,université de brest - site de quimper,rennes,quimper,formation non sélective,licence,"langues, littératures et civilisations étrangères et régionales","47.9723,-4.0933",75,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28643&typebac=0&originepc=0,nd,471,311,34,21,37,2,3,43.0,35.0,8.0,14.0,0.0,81.0,54.0,5.0,0.0,14.0,nd,nd,nd
2025,lycée paul cornu,normandie,lisieux,formation sélective,bts,comptabilité et gestion,"49.1628,0.21903",15,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2865&typebac=0&originepc=0,66,107,12,51,19,33,3,9,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,17,62,21
2025,université de rennes 2,rennes,rennes,formation non sélective,licence,histoire,"48.12162,-1.70445",160,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28651&typebac=0&originepc=0,100,725,127,24,11,72,5,0,36.0,64.0,0.0,0.0,0.0,93.0,64.0,0.0,0.0,7.0,78,14,7
2025,université de caen normandie,normandie,caen,formation non sélective,licence,administration économique et sociale,"49.1889,-0.36388",220,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2867&typebac=0&originepc=0,100,1471,880,233,40,60,9,5,56.0,30.0,12.0,2.0,0.0,77.0,37.0,18.0,4.0,4.0,76,20,4
2025,université sorbonne paris nord - antenne de bobigny,créteil,bobigny,formation non sélective,pass,parcours d'accès spécifique santé (pass),"48.916,2.42229",60,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28683&typebac=0&originepc=0,37,7223,5481,161,73,0,0,0,13.0,52.0,30.0,3.0,2.0,100.0,87.0,0.0,0.0,0.0,100,0,0
2025,université de pau et des pays de l'adour - collège stee (pau),bordeaux,pau,formation non sélective,licence_las,"physique, chimie","43.31389,-0.36375",35,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28696&typebac=0&originepc=0,nd,366,256,25,9,3,2,0,29.0,54.0,8.0,8.0,0.0,62.0,42.0,29.0,21.0,8.0,nd,nd,nd
2025,ecole spéciale d'architecture,paris,paris 14e  arrondissement,formation sélective,autre formation,architecture,"48.83754,2.33072",90,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28704&typebac=0&originepc=0,30,706,502,32,11,0,0,0,4.0,41.0,52.0,3.0,0.0,96.0,92.0,3.0,3.0,1.0,97,3,0
2025,université d'amiens,amiens,amiens,formation non sélective,licence_las,philosophie,"49.90426,2.29961",20,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28706&typebac=0&originepc=0,68,210,126,20,10,0,0,0,56.0,31.0,12.0,0.0,0.0,62.0,19.0,19.0,12.0,19.0,83,11,6
2025,université paris cité,paris,paris  6e  arrondissement,formation non sélective,licence_las,sciences biomédicales,"48.8554,2.3314",100,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28708&typebac=0&originepc=0,23,7910,5510,309,119,0,0,0,1.0,22.0,49.0,27.0,1.0,100.0,99.0,0.0,0.0,0.0,100,0,0
2025,université de caen normandie,normandie,caen,formation non sélective,licence,informatique,"49.213,-0.36849",160,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2872&typebac=0&originepc=0,nd,895,499,67,8,12,2,0,51.0,34.0,10.0,4.0,0.0,94.0,49.0,4.0,0.0,1.0,nd,nd,nd
2025,université de poitiers,poitiers,poitiers,formation non sélective,licence_las,economie et gestion,"46.5712,0.38006",80,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28733&typebac=0&originepc=0,41,636,437,47,20,0,0,0,13.0,52.0,31.0,4.0,0.0,100.0,87.0,0.0,0.0,0.0,99,1,0
2025,université de poitiers,poitiers,poitiers,formation non sélective,licence_las,"langues, littératures et civilisations étrangères et régionales","46.57,0.38174",45,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28742&typebac=0&originepc=0,53,306,235,26,6,0,0,0,31.0,50.0,19.0,0.0,0.0,100.0,69.0,0.0,0.0,0.0,95,4,1
2025,université de poitiers,poitiers,poitiers,formation non sélective,licence_las,lettres,"46.57,0.38173",40,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28743&typebac=0&originepc=0,86,228,146,18,19,0,0,0,38.0,32.0,24.0,6.0,0.0,84.0,52.0,10.0,6.0,6.0,91,6,4
2025,université de brest,rennes,brest,formation non sélective,licence,administration économique et sociale,"48.3995,-4.50561",180,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28758&typebac=0&originepc=0,nd,1074,559,273,25,243,28,24,59.0,33.0,7.0,1.0,0.0,60.0,26.0,33.0,11.0,7.0,nd,nd,nd
2025,université de caen normandie,normandie,caen,formation non sélective,licence,chimie,"49.213,-0.36849",70,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2876&typebac=0&originepc=0,nd,848,598,33,3,89,22,2,41.0,41.0,19.0,0.0,0.0,85.0,52.0,15.0,7.0,0.0,nd,nd,nd
2025,facultés libres de l'ouest - uco angers,nantes,angers,formation non sélective,licence_las,psychologie,"47.4629,-0.54627",12,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28794&typebac=0&originepc=0,nd,677,383,118,52,0,0,0,0.0,33.0,58.0,8.0,0.0,83.0,83.0,8.0,8.0,8.0,nd,nd,nd
2025,université de mayotte,mayotte,dembeni,formation non sélective,licence_las,sciences de la vie et de la terre,"-12.8582,45.1958",20,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28817&typebac=0&originepc=0,12,568,321,93,28,0,0,0,11.0,22.0,61.0,6.0,0.0,94.0,83.0,6.0,6.0,0.0,100,0,0
2025,université sorbonne nouvelle paris 3,paris,paris 12e  arrondissement,formation non sélective,licence,information et communication,"48.8452,2.39666",13,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28825&typebac=0&originepc=0,66,61,31,3,2,0,0,0,33.0,33.0,33.0,0.0,0.0,100.0,67.0,0.0,0.0,0.0,92,8,0
2025,"institut catholique de lille-faculté de gestion, economie et sciences",lille,lille,formation sélective,licence_las,sciences de la vie,"50.6337,3.04509",48,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28854&typebac=0&originepc=0,nd,239,207,3,2,158,84,4,18.0,48.0,27.0,3.0,3.0,100.0,82.0,0.0,0.0,0.0,nd,nd,nd
2025,"université paris-saclay, campus d'orsay",versailles,orsay,formation sélective,licence,"mathématiques, physique et sciences pour l'ingénieur","48.7015,2.17978",50,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28874&typebac=0&originepc=0,23,4167,3245,28,4,0,0,0,0.0,2.0,6.0,53.0,39.0,100.0,100.0,0.0,0.0,0.0,100,0,0
2025,aix-marseille université - site d'aix-en-provence,aix-marseille,aix-en-provence,formation sélective,licence,langues étrangères appliquées,"43.51478,5.44706",15,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28879&typebac=0&originepc=0,37,252,153,19,6,0,0,0,0.0,15.0,54.0,31.0,0.0,100.0,100.0,0.0,0.0,0.0,96,3,1
2025,université de caen normandie,normandie,caen,formation non sélective,licence,langues étrangères appliquées,"49.1889,-0.36388",230,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2888&typebac=0&originepc=0,100,907,586,96,49,141,25,22,50.0,29.0,18.0,3.0,0.0,69.0,40.0,20.0,4.0,10.0,80,13,7
2025,"université paris-saclay, campus d’evry",versailles,evry-courcouronnes,formation sélective,licence,"droit, informatique","48.62474,2.42771",30,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28912&typebac=0&originepc=0,20,494,224,62,20,1839,572,195,31.0,38.0,31.0,0.0,0.0,100.0,69.0,0.0,0.0,0.0,99,1,0
2025,"université paris-saclay, campus d'orsay",versailles,orsay,formation sélective,licence_las,"droit, sciences et innovation","48.7015,2.17978",10,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28941&typebac=0&originepc=0,nd,78,51,1,1,105,44,9,0.0,29.0,57.0,14.0,0.0,100.0,100.0,0.0,0.0,0.0,nd,nd,nd
2025,maison familiale rurale,bordeaux,périgueux,formation sélective,bts,développement et animation de projets territoriaux,"45.1913,0.71807",16,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=28942&typebac=0&originepc=0,68,41,2,6,23,1,0,0,42.0,42.0,17.0,0.0,0.0,0.0,0.0,8.0,0.0,92.0,23,27,50
2025,université de caen normandie,normandie,caen,formation non sélective,licence,"langues, littératures et civilisations étrangères et régionales","49.1889,-0.36388",50,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2896&typebac=0&originepc=0,100,70,38,5,7,17,3,1,0.0,20.0,60.0,20.0,0.0,40.0,40.0,0.0,0.0,60.0,79,10,11
2025,lycée les rosiers,normandie,lisieux,formation sélective,bts,professions immobilières,"49.14708,0.22339",24,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2901&typebac=0&originepc=0,95,109,30,45,23,6,0,2,69.0,31.0,0.0,0.0,0.0,46.0,15.0,31.0,8.0,23.0,30,45,25
2025,université de versailles - saint quentin en yvelines,versailles,guyancourt,formation non sélective,licence_las,science politique,"48.7858,2.05107",10,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29018&typebac=0&originepc=0,nd,252,160,7,4,0,0,0,29.0,43.0,29.0,0.0,0.0,100.0,71.0,0.0,0.0,0.0,nd,nd,nd
2025,lycée marie curie,normandie,vire normandie,formation sélective,bts,services et prestations des secteurs sanitaire et social,"48.8378,-0.88848",18,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2902&typebac=0&originepc=0,72,131,16,47,44,25,0,5,62.0,38.0,0.0,0.0,0.0,0.0,0.0,50.0,12.0,50.0,15,47,38
2025,université de versailles - saint quentin en yvelines,versailles,guyancourt,formation non sélective,licence_las,droit,"48.7858,2.05107",58,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29020&typebac=0&originepc=0,43,725,476,45,7,0,0,0,40.0,46.0,15.0,0.0,0.0,96.0,56.0,0.0,0.0,4.0,95,4,1
2025,université de lille,lille,lille,formation non sélective,licence_las,sciences et techniques des activités physiques et sportives,"50.6118,3.0836",395,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29051&typebac=0&originepc=0,37,3454,2653,253,43,0,0,0,9.0,47.0,36.0,7.0,1.0,98.0,89.0,2.0,2.0,0.0,96,3,1
2025,"université paris-saclay, campus d'orsay",versailles,orsay,formation sélective,licence,"chimie, sciences de la vie","48.7015,2.17978",25,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29052&typebac=0&originepc=0,29,1165,613,18,2,0,0,0,0.0,6.0,28.0,61.0,0.0,100.0,94.0,0.0,0.0,0.0,100,0,0
2025,arifts association régionale pour l'institut de formation en travail social,nantes,angers,formation sélective,efts,d.e educateur spécialisé,"47.46667,-0.55",43,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29075&typebac=0&originepc=0,30,472,95,74,58,0,0,0,29.0,38.0,24.0,10.0,0.0,38.0,29.0,29.0,10.0,33.0,63,20,17
2025,etsup,paris,paris 15e  arrondissement,formation sélective,efts,d.e educateur technique spécialisé,,10,,,,155,10,31,40,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2025,université d'artois - site de lens,lille,lens,formation non sélective,licence,chimie,"50.434,2.82362",50,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29082&typebac=0&originepc=0,nd,486,302,36,5,106,19,2,47.0,27.0,27.0,0.0,0.0,67.0,40.0,20.0,7.0,13.0,nd,nd,nd
2025,uschool - ecole pluridisciplinaire de l'institut catholique de lille,lille,lille,formation sélective,licence,pluridisciplinaire,"50.6322,3.04492",45,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29153&typebac=0&originepc=0,78,90,60,7,0,31,7,0,35.0,35.0,18.0,12.0,0.0,82.0,53.0,18.0,12.0,0.0,90,10,0
2025,université de lille,lille,lille,formation non sélective,pass,parcours d'accès spécifique santé (pass),"50.604,3.03077",120,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29178&typebac=0&originepc=0,18,8329,6455,372,145,0,0,0,4.0,8.0,37.0,37.0,13.0,96.0,91.0,4.0,4.0,0.0,97,3,0
2025,lycée notre dame de fidélité,normandie,caen,formation sélective,bts,economie sociale familiale,"49.2109,-0.37346",25,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2919&typebac=0&originepc=0,72,176,20,40,58,0,0,0,20.0,60.0,10.0,0.0,10.0,10.0,10.0,20.0,10.0,70.0,32,38,31
2025,lycée notre dame de nazareth,normandie,douvres-la-délivrande,formation sélective,bts,management en hôtellerie restauration,"49.2958,-0.37158",36,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2921&typebac=0&originepc=0,100,71,0,18,26,1,0,0,14.0,43.0,29.0,14.0,0.0,0.0,0.0,43.0,29.0,57.0,21,36,43
2025,université de strasbourg,strasbourg,strasbourg,formation non sélective,licence_las,sciences pour la santé,"48.5769,7.73882",80,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29215&typebac=0&originepc=0,47,862,579,45,17,0,0,0,25.0,45.0,19.0,8.0,0.0,100.0,72.0,0.0,0.0,0.0,100,0,0
2025,lycée dumont d'urville laplace,normandie,caen,formation sélective,bts,conception de produits industriels,"49.1962,-0.36005",24,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2924&typebac=0&originepc=0,95,154,16,78,32,21,3,2,56.0,33.0,11.0,0.0,0.0,11.0,6.0,56.0,17.0,33.0,16,62,22
2025,lycée francois rabelais,normandie,ifs,formation sélective,bts,management en hôtellerie restauration,"49.1498,-0.35811",36,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2927&typebac=0&originepc=0,35,221,0,75,89,0,0,0,12.0,38.0,42.0,8.0,0.0,0.0,0.0,50.0,50.0,50.0,21,16,63
2025,ecole d'ingénieurs privée ecam epmi,nice,grasse,formation sélective,ecole d'ingénieur,formation d'ingénieur bac + 5,"43.6573,6.92311",40,ecam-ecam lasalle,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29285&typebac=0&originepc=0,88,629,567,0,0,22,17,0,22.0,67.0,11.0,0.0,0.0,100.0,78.0,0.0,0.0,0.0,100,0,0
2025,ecam epmi,versailles,cergy,formation sélective,ecole d'ingénieur,formation d'ingénieur bac + 5,"49.0312,2.07416",20,ecam-ecam lasalle,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29338&typebac=0&originepc=0,100,2,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100,0
2025,lycée dumont d'urville laplace,normandie,caen,formation sélective,bts,développement et réalisation bois,"49.1962,-0.36005",12,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2934&typebac=0&originepc=0,32,162,22,28,82,8,2,1,0.0,43.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,100.0,27,15,58
2025,université paris cité,paris,paris  6e  arrondissement,formation non sélective,licence_las,psychologie,"48.8346,2.24801",80,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29392&typebac=0&originepc=0,13,8170,4740,603,286,0,0,0,3.0,16.0,54.0,25.0,2.0,98.0,95.0,0.0,0.0,2.0,97,2,1
2025,université paris cité,paris,paris  6e  arrondissement,formation non sélective,licence_las,chimie,"48.8285,2.38198",24,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29398&typebac=0&originepc=0,30,2289,1818,40,6,0,0,0,0.0,21.0,68.0,11.0,0.0,100.0,100.0,0.0,0.0,0.0,100,0,0
2025,iut grand ouest normandie - pôle de caen - site d'ifs,normandie,ifs,formation sélective,but,réseaux et télécommunications,"49.149,-0.35304",56,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2942&typebac=0&originepc=0,59,721,355,185,21,51,7,7,38.0,52.0,7.0,2.0,0.0,52.0,33.0,45.0,26.0,2.0,60,38,1
2025,lycée professionnel alfred hutinel,nice,cannes,formation sélective,bts,management opérationnel de la sécurité,"43.55324,6.96948",24,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29428&typebac=0&originepc=0,38,234,56,41,112,31,0,21,12.0,41.0,41.0,6.0,0.0,18.0,12.0,12.0,12.0,71.0,34,28,38
2025,lycée sainte-croix saint-euverte,orléans-tours,orléans,formation sélective,bts,commerce international,"47.9022,1.91864",32,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29494&typebac=0&originepc=0,35,431,104,152,79,0,0,0,50.0,41.0,5.0,5.0,0.0,59.0,32.0,27.0,5.0,14.0,42,51,7
2025,lycée les perseverants,guadeloupe,basse-terre,formation sélective,bts,economie sociale familiale,"15.9927,-61.7241",20,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29510&typebac=0&originepc=0,94,70,16,16,27,20,2,3,64.0,27.0,9.0,0.0,0.0,18.0,9.0,27.0,0.0,55.0,30,26,44
2025,lycée de la communication saint géraud,clermont-ferrand,aurillac,formation sélective,bts,communication,"44.9316,2.44642",30,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=2959&typebac=0&originepc=0,78,136,20,27,36,16,5,2,70.0,20.0,10.0,0.0,0.0,10.0,0.0,60.0,10.0,30.0,32,30,38
2025,inalco,paris,paris 13e  arrondissement,formation non sélective,licence_las,"langues, littératures et civilisations étrangères et régionales","48.8274,2.37623",10,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29636&typebac=0&originepc=0,100,18,4,1,1,13,6,0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,76,18,6
2025,université savoie mont blanc - bourget-du-lac,grenoble,le bourget-du-lac,formation non sélective,licence_las,mathématiques,"45.6415,5.87052",3,,https://dossierappel.parcoursup.fr/candidats/public/fiches/afficherficheformation?g_ta_cod=29659&typebac=0&originepc=0,nd,141,96,4,2,0,0,0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,nd,nd,nd
